link,movie_name,ranking,score,score_num
,,,,
https://movie.douban.com/subject/1291839/,银翼杀手,1291839,8.2,102800
,,,,
https://movie.douban.com/subject/1306861/,我是山姆,1306861,8.8,118932
,,,,
https://movie.douban.com/subject/1292214/,非常嫌疑犯,1292214,8.6,128176
,,,,
https://movie.douban.com/subject/1300868/,异形,1300868,8,106562
,,,,
https://movie.douban.com/subject/1299327/,夜访吸血鬼,1299327,8.3,206812
,,,,
https://movie.douban.com/subject/1950148/,赎罪,1950148,8.2,163636
,,,,
https://movie.douban.com/subject/1298898/,暗战,1298898,8.4,125497
,,,,
https://movie.douban.com/subject/1300741/,枪火,1300741,8.6,109625
,,,,
https://movie.douban.com/subject/1291844/,终结者2：审判日,1291844,8.6,156055
,,,,
https://movie.douban.com/subject/1291868/,情人,1291868,8.1,108916
,,,,
https://movie.douban.com/subject/1303815/,你丫闭嘴！,1303815,8,118717
,,,,
https://movie.douban.com/subject/25787888/,八恶人,25787888,8.4,119228
,,,,
https://movie.douban.com/subject/1296753/,卡萨布兰卡,1296753,8.6,136462
,,,,
https://movie.douban.com/subject/1294417/,笑傲江湖2：东方不败,1294417,8.3,95406
,,,,
https://movie.douban.com/subject/1300374/,绿里奇迹,1300374,8.7,118627
,,,,
https://movie.douban.com/subject/2053515/,曾经,2053515,8.3,213143
,,,,
https://movie.douban.com/subject/24741412/,哪啊哪啊神去村,24741412,8.5,97176
,,,,
https://movie.douban.com/subject/2027938/,神探,2027938,8.4,119594
,,,,
https://movie.douban.com/subject/25761178/,百元之恋,25761178,8.3,82155
,,,,
https://movie.douban.com/subject/1308777/,暖暖内含光,1308777,8.4,154385
,,,,
https://movie.douban.com/subject/1292275/,罗拉快跑,1292275,8.1,162808
,,,,
https://movie.douban.com/subject/1291992/,末路狂花,1291992,8.7,116204
,,,,
https://movie.douban.com/subject/3552028/,弱点,3552028,8.4,112450
,,,,
https://movie.douban.com/subject/1295865/,燃情岁月,1295865,8.7,161240
,,,,
https://movie.douban.com/subject/1296436/,有话好好说,1296436,8.1,95607
,,,,
https://movie.douban.com/subject/1308076/,蓝宇,1308076,8,132134
,,,,
https://movie.douban.com/subject/3006309/,追击者,3006309,8.4,112830
,,,,
https://movie.douban.com/subject/1301459/,小岛惊魂,1301459,8,140471
,,,,
https://movie.douban.com/subject/1300064/,家有喜事,1300064,8.2,100808
,,,,
https://movie.douban.com/subject/1300992/,完美的世界,1300992,9,93334
,,,,
https://movie.douban.com/subject/1300618/,空中监狱,1300618,8.1,121574
,,,,
https://movie.douban.com/subject/1293530/,角斗士,1293530,8.4,132051
,,,,
https://movie.douban.com/subject/1972698/,守望者,1972698,8.2,83140
,,,,
https://movie.douban.com/subject/1397546/,追随,1397546,8.9,90811
,,,,
https://movie.douban.com/subject/6536180/,黑暗面,6536180,8.1,95541
,,,,
https://movie.douban.com/subject/11584019/,海洋之歌,11584019,8.7,96769
,,,,
https://movie.douban.com/subject/3731581/,里约大冒险,3731581,8.3,232352
,,,,
https://movie.douban.com/subject/1298744/,十二猴子,1298744,8.1,134731
,,,,
https://movie.douban.com/subject/1296909/,虎口脱险,1296909,8.9,118194
,,,,
https://movie.douban.com/subject/1863766/,魔发奇缘,1863766,8.2,130821
,,,,
https://movie.douban.com/subject/1299603/,落水狗,1299603,8.3,112852
,,,,
https://movie.douban.com/subject/3908423/,夏日大作战,3908423,8.6,116102
,,,,
https://movie.douban.com/subject/2363506/,地球上的星星,2363506,8.8,96027
,,,,
https://movie.douban.com/subject/1308820/,花与爱丽丝,1308820,8.1,147103
,,,,
https://movie.douban.com/subject/1301171/,偷拐抢骗,1301171,8.5,122732
,,,,
https://movie.douban.com/subject/1325958/,蒂凡尼的早餐,1325958,8.1,135042
,,,,
https://movie.douban.com/subject/1309016/,百万美元宝贝,1309016,8.5,111354
,,,,
https://movie.douban.com/subject/1296778/,一树梨花压海棠,1296778,8.1,100748
,,,,
https://movie.douban.com/subject/1759386/,了不起的狐狸爸爸,1759386,8.4,123059
,,,,
https://movie.douban.com/subject/1291574/,玩具总动员2,1291574,8.1,90149
,,,,
https://movie.douban.com/subject/1300555/,回到未来,1300555,8.5,81963
,,,,
https://movie.douban.com/subject/1307394/,千年女优,1307394,8.6,104576
,,,,
https://movie.douban.com/subject/1293929/,廊桥遗梦,1293929,8.6,107293
,,,,
https://movie.douban.com/subject/1806555/,热血警探,1806555,8.3,96335
,,,,
https://movie.douban.com/subject/1297478/,上帝也疯狂,1297478,8.6,103661
,,,,
https://movie.douban.com/subject/3743114/,黄海,3743114,8.4,92338
,,,,
https://movie.douban.com/subject/4914468/,冰川时代4,4914468,8,155212
,,,,
https://movie.douban.com/subject/1292553/,真实的谎言,1292553,8.1,104406
,,,,
https://movie.douban.com/subject/4206436/,战马,4206436,8.1,165818
,,,,
https://movie.douban.com/subject/1298112/,堕落天使,1298112,8.2,80993
,,,,
https://movie.douban.com/subject/25750969/,夜行者,25750969,8.3,113937
,,,,
https://movie.douban.com/subject/1920805/,成为简·奥斯汀,1920805,8.2,162620
,,,,
https://movie.douban.com/subject/2357162/,冰川时代3,2357162,8.2,158118
,,,,
https://movie.douban.com/subject/1292222/,出租车司机,1292222,8.4,113675
